Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Productivity_Score,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Survey_Date,Response_Quality
EMP0405,30,2,4,Male,Bachelor Degree,Single,Yes,Urban,HR,Junior,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),54,High,Daily,95.6,90.0,93.6,83.3,95.0,10,0,100.0,6,8,2024-04-24,High
EMP0406,40,1,1,Male,Associate Degree,Married,No,Suburban,HR,Junior,Large (1001-5000),Non-profit,Average,Very Fast (100+ Mbps),37,Moderate,Few times per week,86.5,78.5,93.0,86.4,95.0,3,65,100.0,8,5,2024-03-13,Medium
EMP0407,25,0,4,Female,Master Degree,Single,Yes,Suburban,Customer Success,Junior,Small (51-200),Non-profit,Excellent,Very Fast (100+ Mbps),39,Moderate,Daily,84.0,79.4,77.5,72.6,95.0,6,45,100.0,3,8,2024-02-20,High
EMP0408,33,1,2,Female,Master Degree,Single,No,Suburban,Customer Success,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),52,Very High,Few times per week,87.0,83.4,98.7,70.9,95.0,7,13,100.0,4,7,2024-03-09,High
EMP0409,36,2,2,Female,Master Degree,Married,Yes,Suburban,Operations,Junior,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),41,Very High,Daily,98.0,93.5,100.0,69.9,95.0,11,28,100.0,5,9,2024-04-13,Medium
EMP0410,39,5,3,Male,Bachelor Degree,Single,No,Urban,HR,Junior,Startup (1-50),Consulting,Average,Fast (50-100 Mbps),52,High,Few times per week,96.9,100.0,99.8,80.4,95.0,5,8,100.0,3,6,2024-04-17,High
EMP0411,41,11,0,Female,Master Degree,Married,No,Urban,Marketing,Lead,Enterprise (5000+),Technology,Poor,Very Fast (100+ Mbps),44,Moderate,Few times per week,42.9,44.1,50.0,43.9,71.2,8,25,61.7,10,4,2024-04-24,High
EMP0412,24,1,0,Female,Master Degree,Single,No,Suburban,Design,Junior,Large (1001-5000),Manufacturing,Good,Very Fast (100+ Mbps),38,High,Daily,80.9,95.2,76.8,51.1,95.0,9,62,100.0,5,1,2024-03-26,High
EMP0413,22,0,2,Male,Master Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Consulting,Excellent,Fast (50-100 Mbps),40,Moderate,Daily,97.2,100.0,83.6,85.9,95.0,11,31,100.0,9,8,2024-04-08,Medium
EMP0414,46,5,3,Male,PhD,In Relationship,No,Suburban,Product,Mid-Level,Medium (201-1000),Education,Excellent,Moderate (25-50 Mbps),37,Moderate,Weekly,98.0,89.2,97.5,73.8,95.0,7,0,92.8,6,8,2024-04-15,High
EMP0415,37,1,5,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Medium (201-1000),Finance,Excellent,Slow (<25 Mbps),46,Moderate,Few times per week,90.3,96.9,94.0,56.7,95.0,12,0,100.0,9,4,2024-03-17,High
EMP0416,28,1,4,Female,Master Degree,Married,No,Urban,Engineering,Mid-Level,Small (51-200),Media,Average,Moderate (25-50 Mbps),49,Very High,Bi-weekly,91.8,87.6,86.8,91.1,95.0,6,35,100.0,5,10,2024-02-03,Medium
EMP0417,48,5,3,Female,PhD,In Relationship,No,Suburban,Marketing,Mid-Level,Startup (1-50),Media,Excellent,Very Fast (100+ Mbps),44,Moderate,Daily,93.4,100.0,99.1,94.1,95.0,13,28,91.6,8,9,2024-02-08,Medium
EMP0418,36,6,0,Female,Bachelor Degree,Single,Yes,Rural,Operations,Senior,Medium (201-1000),Retail,Excellent,Very Fast (100+ Mbps),43,Very High,Daily,95.2,100.0,93.2,88.0,95.0,5,11,100.0,7,6,2024-02-21,Medium
EMP0419,45,9,3,Female,High School,Married,No,Urban,Engineering,Lead,Enterprise (5000+),Finance,Average,Moderate (25-50 Mbps),35,Very High,Daily,98.0,77.8,89.0,82.9,95.0,4,48,100.0,9,4,2024-02-11,Low
EMP0420,35,3,4,Male,Master Degree,Divorced,No,Suburban,Operations,Mid-Level,Small (51-200),Manufacturing,Good,Moderate (25-50 Mbps),48,High,Daily,86.3,87.6,92.8,84.5,95.0,5,35,100.0,6,5,2024-01-22,High
EMP0421,53,17,2,Female,Bachelor Degree,In Relationship,No,Urban,Customer Success,Manager,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),47,Moderate,Daily,95.8,82.6,93.1,74.6,95.0,6,28,100.0,4,9,2024-03-29,High
EMP0422,50,14,1,Male,High School,Married,No,Suburban,Engineering,Lead,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),43,Very Low,Daily,58.3,66.7,61.9,54.2,73.3,12,39,100.0,6,7,2024-04-18,High
EMP0423,32,6,2,Female,Bachelor Degree,Single,No,Rural,Operations,Senior,Startup (1-50),Healthcare,Average,Very Fast (100+ Mbps),40,High,Few times per week,97.8,100.0,100.0,95.0,95.0,3,60,100.0,3,9,2024-03-24,High
EMP0424,43,2,4,Female,Bachelor Degree,Divorced,No,Suburban,Sales,Junior,Medium (201-1000),Non-profit,Excellent,Moderate (25-50 Mbps),42,Moderate,Weekly,80.9,88.9,83.4,49.9,93.9,4,33,86.8,5,2,2024-01-22,Medium
EMP0425,40,7,2,Female,Bachelor Degree,Single,No,Suburban,Marketing,Senior,Small (51-200),Manufacturing,Good,Very Fast (100+ Mbps),36,High,Weekly,98.0,100.0,82.1,82.6,95.0,8,5,100.0,7,10,2024-04-19,Low
EMP0426,47,9,4,Non-binary,Bachelor Degree,Married,No,Rural,Finance,Lead,Enterprise (5000+),Retail,Average,Fast (50-100 Mbps),33,Moderate,Few times per week,58.8,80.3,64.6,57.6,70.1,4,13,73.8,1,7,2024-02-24,Medium
EMP0427,26,0,2,Male,PhD,Married,No,Suburban,Sales,Junior,Medium (201-1000),Healthcare,Good,Slow (<25 Mbps),40,High,Few times per week,66.3,62.2,73.4,70.0,80.5,6,0,100.0,6,4,2024-01-22,High
EMP0428,41,12,1,Female,Master Degree,Married,Yes,Suburban,Data Science,Senior,Small (51-200),Finance,Average,Fast (50-100 Mbps),36,High,Weekly,98.0,96.3,100.0,91.4,95.0,8,30,100.0,7,6,2024-01-21,High
EMP0429,44,2,3,Female,Master Degree,Married,Yes,Suburban,Operations,Junior,Medium (201-1000),Consulting,Average,Very Fast (100+ Mbps),38,Moderate,Few times per week,82.5,78.5,84.2,64.7,95.0,7,0,100.0,8,8,2024-03-29,High
EMP0430,22,1,3,Non-binary,Associate Degree,Divorced,Yes,Suburban,Customer Success,Junior,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),39,Moderate,Weekly,81.9,86.7,82.0,74.2,95.0,11,26,97.6,7,4,2024-03-16,Medium
EMP0431,24,0,0,Female,Master Degree,Married,No,Suburban,Finance,Junior,Startup (1-50),Consulting,Average,Very Fast (100+ Mbps),41,Very High,Monthly,84.2,82.5,75.3,83.3,95.0,7,51,100.0,5,7,2024-03-19,High
EMP0432,22,0,1,Male,Master Degree,Single,No,Rural,Customer Success,Mid-Level,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),41,Moderate,Bi-weekly,83.2,79.2,81.2,75.7,95.0,8,31,100.0,7,7,2024-05-11,High
EMP0433,32,3,1,Female,Master Degree,Married,No,Suburban,Engineering,Senior,Large (1001-5000),Manufacturing,Average,Fast (50-100 Mbps),25,High,Few times per week,82.4,87.2,78.1,73.3,95.0,7,9,100.0,6,6,2024-05-03,High
EMP0434,41,2,1,Female,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Startup (1-50),Consulting,Average,Very Fast (100+ Mbps),44,Very High,Few times per week,69.5,71.9,76.9,52.7,82.5,9,33,100.0,6,7,2024-03-22,Medium
EMP0435,48,12,2,Male,Bachelor Degree,Married,Yes,Urban,Marketing,Senior,Enterprise (5000+),Finance,Good,Very Fast (100+ Mbps),42,High,Weekly,98.0,86.3,100.0,93.3,95.0,11,39,100.0,3,8,2024-02-04,High
EMP0436,35,7,5,Female,Master Degree,In Relationship,No,Suburban,Customer Success,Lead,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),47,Low,Daily,98.0,95.9,100.0,72.9,95.0,11,0,100.0,6,10,2024-01-22,Medium
EMP0437,49,14,3,Female,Master Degree,Divorced,No,Suburban,Engineering,Lead,Small (51-200),Technology,Good,Slow (<25 Mbps),40,Low,Weekly,61.7,69.0,72.8,55.4,88.8,8,38,50.8,8,7,2024-03-20,Medium
EMP0438,22,0,4,Female,Master Degree,Married,Yes,Suburban,Data Science,Junior,Medium (201-1000),Media,Excellent,Moderate (25-50 Mbps),48,Very High,Few times per week,98.0,100.0,96.8,93.7,95.0,8,14,100.0,5,7,2024-01-25,Medium
EMP0439,22,1,2,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Junior,Small (51-200),Retail,Good,Very Fast (100+ Mbps),41,Moderate,Weekly,65.5,68.4,69.0,59.0,74.8,6,44,87.2,7,5,2024-05-02,High
EMP0440,34,5,2,Female,Bachelor Degree,Married,No,Rural,Engineering,Senior,Large (1001-5000),Retail,Good,Moderate (25-50 Mbps),44,Moderate,Daily,90.6,75.1,100.0,87.9,95.0,7,11,100.0,8,6,2024-02-07,High
EMP0441,38,7,0,Female,Master Degree,Divorced,Yes,Urban,Engineering,Mid-Level,Medium (201-1000),Finance,Poor,Fast (50-100 Mbps),36,Low,Daily,90.7,96.6,98.1,82.9,95.0,3,16,99.3,6,9,2024-01-23,High
EMP0442,34,7,3,Female,Associate Degree,Married,No,Urban,Operations,Senior,Startup (1-50),Retail,Poor,Fast (50-100 Mbps),48,Low,Few times per week,73.0,76.8,68.0,60.3,87.8,7,43,90.2,3,3,2024-03-31,High
EMP0443,22,1,3,Male,Master Degree,Divorced,Yes,Suburban,Product,Mid-Level,Enterprise (5000+),Education,Average,Fast (50-100 Mbps),49,Moderate,Few times per week,68.3,74.0,61.8,77.1,79.9,7,53,100.0,2,5,2024-01-23,High
EMP0444,34,5,1,Male,Professional Degree,Married,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Poor,Fast (50-100 Mbps),53,Very High,Daily,90.0,92.3,89.0,92.1,95.0,11,19,100.0,7,5,2024-04-10,Low
EMP0445,23,0,4,Female,Master Degree,Married,Yes,Urban,Operations,Junior,Medium (201-1000),Government,Poor,Very Fast (100+ Mbps),38,High,Few times per week,51.1,60.1,52.1,37.7,67.7,12,42,98.6,2,3,2024-05-04,High
EMP0446,41,10,3,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Senior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),45,Moderate,Daily,87.6,80.3,86.7,71.0,92.7,9,35,100.0,10,7,2024-02-14,High
EMP0447,38,14,2,Male,Bachelor Degree,Married,No,Urban,Operations,Lead,Startup (1-50),Finance,Excellent,Moderate (25-50 Mbps),33,Low,Few times per week,98.0,89.2,94.6,84.7,95.0,12,25,81.7,3,9,2024-03-06,High
EMP0448,26,0,1,Male,Master Degree,Divorced,No,Urban,Engineering,Junior,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),30,High,Few times per week,65.7,55.2,69.7,71.2,85.6,9,33,100.0,7,2,2024-01-30,High
EMP0449,30,4,3,Male,Master Degree,Single,No,Urban,Marketing,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),45,Moderate,Daily,57.3,58.9,60.8,56.4,67.7,7,32,98.1,8,5,2024-05-14,Medium
EMP0450,25,1,4,Female,Bachelor Degree,Single,Yes,Rural,Finance,Junior,Startup (1-50),Education,Excellent,Very Fast (100+ Mbps),41,Moderate,Few times per week,72.8,70.6,80.0,81.1,92.9,11,34,87.2,5,9,2024-05-07,Low
EMP0451,34,2,2,Male,Bachelor Degree,Married,Yes,Urban,Operations,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),34,Very High,Daily,77.3,82.8,80.8,75.4,92.6,9,61,100.0,6,6,2024-03-27,High
EMP0452,43,11,2,Male,Bachelor Degree,Single,No,Urban,Engineering,Manager,Medium (201-1000),Manufacturing,Excellent,Very Fast (100+ Mbps),43,Moderate,Weekly,91.7,87.0,94.1,95.0,95.0,12,16,100.0,9,9,2024-02-15,High
EMP0453,26,0,3,Male,Master Degree,Married,Yes,Suburban,Engineering,Mid-Level,Small (51-200),Finance,Good,Fast (50-100 Mbps),47,High,Daily,98.0,100.0,100.0,95.0,95.0,10,38,100.0,9,9,2024-03-29,High
EMP0454,39,6,1,Female,Master Degree,Single,Yes,Suburban,Finance,Mid-Level,Large (1001-5000),Healthcare,Excellent,Very Fast (100+ Mbps),42,Moderate,Weekly,90.3,86.6,89.0,91.2,95.0,2,49,97.1,9,10,2024-03-31,High
EMP0455,30,2,4,Male,PhD,Single,No,Suburban,Customer Success,Junior,Startup (1-50),Education,Good,Very Fast (100+ Mbps),49,Moderate,Daily,64.2,53.4,65.6,66.5,77.6,12,47,90.9,5,6,2024-01-20,Medium
EMP0456,27,2,4,Male,Bachelor Degree,Married,Yes,Suburban,Product,Junior,Small (51-200),Manufacturing,Good,Moderate (25-50 Mbps),38,Very Low,Few times per week,58.2,67.3,63.5,48.7,71.5,11,20,100.0,2,6,2024-04-03,High
EMP0457,34,4,1,Female,Master Degree,Married,Yes,Suburban,Customer Success,Senior,Startup (1-50),Technology,Average,Fast (50-100 Mbps),48,Low,Few times per week,71.2,71.4,76.4,61.4,82.4,10,57,82.9,3,8,2024-01-25,Medium
EMP0458,25,1,0,Male,Bachelor Degree,Single,Yes,Urban,Data Science,Mid-Level,Medium (201-1000),Government,Good,Very Fast (100+ Mbps),39,Very High,Daily,76.2,72.4,71.9,73.4,85.3,12,64,100.0,3,7,2024-03-08,Medium
EMP0459,30,4,4,Male,Bachelor Degree,Single,No,Suburban,Sales,Senior,Small (51-200),Education,Good,Very Fast (100+ Mbps),49,Very High,Daily,98.0,95.7,93.1,86.9,95.0,9,29,100.0,7,7,2024-04-08,Medium
EMP0460,24,0,2,Female,Master Degree,Single,Yes,Suburban,Sales,Junior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),34,Moderate,Daily,35.0,40.0,50.0,35.8,64.6,10,39,88.9,8,7,2024-03-29,High
EMP0461,52,12,1,Male,Bachelor Degree,Married,No,Urban,Engineering,Senior,Large (1001-5000),Finance,Average,Fast (50-100 Mbps),43,Moderate,Daily,98.0,100.0,92.6,93.4,95.0,11,34,96.5,2,6,2024-03-27,Medium
EMP0462,35,10,4,Female,Bachelor Degree,Single,Yes,Urban,Marketing,Lead,Startup (1-50),Finance,Good,Very Fast (100+ Mbps),43,Moderate,Few times per week,63.3,62.6,74.6,53.8,72.6,3,37,92.2,8,5,2024-03-21,Medium
EMP0463,28,2,2,Male,Master Degree,Married,No,Suburban,Finance,Junior,Large (1001-5000),Manufacturing,Excellent,Moderate (25-50 Mbps),44,High,Few times per week,73.7,92.6,77.8,53.2,91.2,9,57,100.0,7,7,2024-02-24,High
EMP0464,36,4,3,Female,Bachelor Degree,Married,Yes,Urban,Customer Success,Junior,Large (1001-5000),Finance,Excellent,Fast (50-100 Mbps),39,Moderate,Daily,57.7,70.0,59.3,53.1,77.6,9,34,87.0,6,5,2024-05-13,Medium
EMP0465,33,6,2,Male,Associate Degree,Married,No,Rural,Engineering,Lead,Small (51-200),Finance,Average,Moderate (25-50 Mbps),44,High,Few times per week,89.7,80.6,92.0,81.3,95.0,6,48,100.0,10,6,2024-02-17,High
EMP0466,33,3,4,Female,Bachelor Degree,Married,No,Suburban,Marketing,Mid-Level,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),40,High,Monthly,74.8,88.0,81.5,58.2,94.1,9,14,100.0,4,7,2024-02-10,Medium
EMP0467,40,14,2,Male,Bachelor Degree,Married,No,Urban,Finance,Senior,Startup (1-50),Technology,Excellent,Very Fast (100+ Mbps),38,Very High,Bi-weekly,96.5,83.1,93.5,95.0,95.0,11,22,100.0,4,7,2024-04-09,High
EMP0468,41,13,5,Male,Master Degree,In Relationship,No,Urban,Operations,Lead,Small (51-200),Retail,Excellent,Very Fast (100+ Mbps),50,Low,Daily,86.2,77.3,99.9,79.0,95.0,8,0,67.9,5,7,2024-04-15,High
EMP0469,30,1,4,Female,Bachelor Degree,Married,No,Rural,Engineering,Junior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),42,Moderate,Daily,62.0,61.7,62.3,58.1,79.2,10,6,50.8,6,7,2024-02-24,Medium
EMP0470,29,1,1,Non-binary,Master Degree,Married,Yes,Urban,Customer Success,Junior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),32,Very Low,Few times per week,35.0,48.2,50.0,43.2,52.2,10,75,90.4,5,6,2024-02-14,High
EMP0471,32,5,3,Male,Associate Degree,Married,No,Suburban,Engineering,Mid-Level,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),37,Moderate,Daily,83.6,79.4,84.7,68.0,94.9,9,19,100.0,8,7,2024-02-17,High
EMP0472,22,1,3,Female,Bachelor Degree,Single,No,Suburban,Product,Mid-Level,Large (1001-5000),Finance,Good,Fast (50-100 Mbps),50,Very High,Daily,81.4,76.7,92.4,71.0,95.0,7,35,100.0,8,3,2024-03-05,High
EMP0473,22,1,3,Male,Bachelor Degree,Married,No,Suburban,Design,Junior,Small (51-200),Retail,Excellent,Very Fast (100+ Mbps),36,Moderate,Daily,86.2,92.0,97.5,80.2,95.0,7,10,94.8,9,6,2024-01-31,High
EMP0474,47,6,4,Female,Master Degree,Divorced,Yes,Suburban,Sales,Senior,Large (1001-5000),Consulting,Good,Very Fast (100+ Mbps),45,Very High,Daily,98.0,100.0,97.9,95.0,95.0,11,17,100.0,8,7,2024-04-09,High
EMP0475,49,7,3,Male,Bachelor Degree,Married,No,Urban,Sales,Mid-Level,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),37,Moderate,Few times per week,98.0,92.2,100.0,84.2,95.0,13,7,100.0,6,6,2024-04-06,Medium
EMP0476,32,3,0,Female,Master Degree,Married,No,Urban,HR,Mid-Level,Startup (1-50),Finance,Good,Very Fast (100+ Mbps),33,High,Few times per week,92.3,83.8,93.1,87.5,95.0,13,18,100.0,6,1,2024-02-22,Medium
EMP0477,40,10,4,Male,Bachelor Degree,Married,No,Suburban,Marketing,Senior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),44,Moderate,Daily,82.2,75.7,83.2,66.6,95.0,8,26,100.0,4,7,2024-03-13,High
EMP0478,37,6,0,Male,Professional Degree,Single,Yes,Rural,Engineering,Lead,Small (51-200),Media,Good,Fast (50-100 Mbps),40,Moderate,Few times per week,50.9,50.0,50.0,49.0,76.3,14,41,90.9,4,6,2024-02-24,High
EMP0479,62,11,4,Male,Master Degree,Single,Yes,Urban,Product,Senior,Small (51-200),Healthcare,Average,Slow (<25 Mbps),51,High,Few times per week,92.0,72.6,96.4,75.5,95.0,7,25,100.0,10,4,2024-05-12,High
EMP0480,45,4,4,Male,Master Degree,Divorced,No,Suburban,Marketing,Mid-Level,Large (1001-5000),Technology,Excellent,Moderate (25-50 Mbps),48,Very High,Few times per week,98.0,100.0,96.7,68.0,95.0,9,13,100.0,4,10,2024-04-20,High
EMP0481,33,7,2,Female,Master Degree,In Relationship,No,Urban,Engineering,Lead,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),49,High,Monthly,84.1,92.7,93.3,82.2,95.0,12,31,100.0,6,9,2024-05-13,High
EMP0482,26,0,2,Non-binary,Master Degree,Married,No,Rural,Operations,Junior,Small (51-200),Finance,Excellent,Moderate (25-50 Mbps),48,Very Low,Monthly,42.4,46.1,51.2,30.9,57.3,6,52,73.9,5,4,2024-01-24,High
EMP0483,22,1,4,Female,Master Degree,In Relationship,No,Suburban,Engineering,Junior,Small (51-200),Education,Average,Very Fast (100+ Mbps),46,High,Few times per week,98.0,96.1,95.2,95.0,95.0,5,42,100.0,7,7,2024-01-16,High
EMP0484,36,2,4,Male,Bachelor Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),33,Moderate,Weekly,84.2,84.6,96.6,82.1,95.0,15,35,84.5,5,6,2024-03-13,High
EMP0485,28,4,2,Male,Associate Degree,Single,No,Urban,Marketing,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),40,Very High,Daily,92.4,75.5,96.3,62.9,95.0,3,41,100.0,7,5,2024-04-03,High
EMP0486,22,0,2,Female,Master Degree,Married,No,Urban,Sales,Junior,Small (51-200),Education,Average,Fast (50-100 Mbps),46,High,Few times per week,95.9,86.6,94.5,84.7,95.0,9,28,100.0,9,7,2024-03-27,High
EMP0487,29,1,3,Non-binary,Bachelor Degree,Single,No,Suburban,Operations,Junior,Enterprise (5000+),Technology,Poor,Fast (50-100 Mbps),40,Moderate,Weekly,79.6,82.1,69.6,62.3,95.0,5,14,100.0,4,6,2024-01-27,High
EMP0488,25,0,0,Male,Bachelor Degree,Divorced,Yes,Urban,Data Science,Junior,Large (1001-5000),Education,Excellent,Fast (50-100 Mbps),41,Moderate,Few times per week,79.1,74.9,81.6,57.7,95.0,7,33,96.9,5,9,2024-01-24,High
EMP0489,50,15,1,Female,Bachelor Degree,In Relationship,Yes,Urban,Customer Success,Manager,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),46,Moderate,Daily,95.3,100.0,92.1,95.0,95.0,6,38,100.0,5,7,2024-03-23,High
EMP0490,42,13,1,Non-binary,Bachelor Degree,Divorced,No,Rural,Engineering,Lead,Enterprise (5000+),Manufacturing,Excellent,Very Fast (100+ Mbps),48,Moderate,Daily,98.0,100.0,91.3,82.1,95.0,4,55,100.0,5,6,2024-02-11,High
EMP0491,34,1,1,Female,Master Degree,Married,No,Suburban,Engineering,Junior,Enterprise (5000+),Technology,Average,Very Fast (100+ Mbps),36,Moderate,Few times per week,74.7,75.2,84.6,62.6,95.0,8,22,100.0,5,6,2024-03-19,Medium
EMP0492,48,17,3,Male,High School,Married,Yes,Suburban,Operations,Manager,Startup (1-50),Media,Excellent,Fast (50-100 Mbps),46,High,Few times per week,98.0,99.7,95.0,81.7,95.0,9,9,100.0,6,2,2024-02-17,Medium
EMP0493,35,6,5,Male,PhD,Single,Yes,Urban,Operations,Senior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),45,Very High,Monthly,96.3,84.1,100.0,83.4,95.0,12,0,100.0,6,4,2024-01-31,High
EMP0494,27,1,4,Female,PhD,Married,No,Urban,Product,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),36,High,Daily,97.6,97.4,95.6,94.2,95.0,9,0,100.0,6,2,2024-05-13,High
EMP0495,48,9,0,Female,PhD,Married,Yes,Urban,Operations,Senior,Enterprise (5000+),Consulting,Good,Fast (50-100 Mbps),39,Very High,Bi-weekly,73.5,72.6,60.8,64.9,80.8,11,56,100.0,8,3,2024-02-28,Low
EMP0496,39,2,3,Male,Bachelor Degree,Married,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Consulting,Excellent,Moderate (25-50 Mbps),42,Low,Daily,64.4,64.1,64.6,45.1,82.3,8,23,84.8,3,3,2024-05-06,High
EMP0497,25,0,3,Male,Bachelor Degree,In Relationship,No,Suburban,Marketing,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),50,Moderate,Bi-weekly,98.0,91.1,94.9,95.0,95.0,13,1,96.4,4,1,2024-01-23,High
EMP0498,33,6,1,Female,PhD,Divorced,Yes,Rural,Customer Success,Mid-Level,Large (1001-5000),Media,Excellent,Fast (50-100 Mbps),39,High,Weekly,98.0,100.0,95.2,95.0,95.0,10,23,100.0,6,8,2024-05-06,High
EMP0499,27,0,5,Female,Master Degree,Single,No,Suburban,Design,Junior,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),44,Low,Daily,79.7,82.3,76.4,60.5,95.0,10,0,100.0,5,6,2024-02-15,High
EMP0500,22,1,3,Male,Master Degree,Single,No,Urban,Engineering,Junior,Enterprise (5000+),Education,Good,Very Fast (100+ Mbps),49,Low,Daily,97.8,100.0,90.7,79.9,95.0,11,14,100.0,4,8,2024-03-02,Low
EMP0501,43,13,5,Female,Bachelor Degree,Married,No,Rural,Marketing,Senior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),53,High,Daily,98.0,88.2,100.0,85.6,95.0,9,0,100.0,7,4,2024-02-20,High
EMP0502,52,9,3,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Lead,Enterprise (5000+),Finance,Excellent,Fast (50-100 Mbps),43,Low,Monthly,98.0,100.0,100.0,78.3,95.0,9,17,100.0,6,8,2024-02-04,Medium
EMP0503,22,1,4,Female,Master Degree,Married,Yes,Urban,Marketing,Mid-Level,Medium (201-1000),Healthcare,Good,Fast (50-100 Mbps),29,Very High,Few times per week,93.8,97.1,86.6,76.5,95.0,10,34,100.0,4,3,2024-03-11,High
EMP0504,40,5,1,Male,Bachelor Degree,Married,No,Urban,Engineering,Mid-Level,Enterprise (5000+),Education,Excellent,Very Fast (100+ Mbps),47,Low,Weekly,85.1,82.2,84.9,82.2,95.0,5,13,88.2,4,5,2024-04-30,High
EMP0505,29,3,3,Female,Master Degree,Single,Yes,Suburban,Design,Junior,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),43,High,Daily,85.0,92.2,94.3,66.9,95.0,4,37,100.0,7,6,2024-03-24,High
EMP0506,30,0,2,Female,Master Degree,Married,Yes,Suburban,Operations,Junior,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),36,Moderate,Bi-weekly,74.5,89.0,79.3,71.5,92.6,15,21,88.4,5,5,2024-04-14,High
EMP0507,29,2,4,Male,Master Degree,Married,Yes,Urban,Customer Success,Junior,Enterprise (5000+),Government,Average,Very Fast (100+ Mbps),46,High,Daily,66.4,66.1,67.3,62.4,79.7,13,13,100.0,4,4,2024-02-22,High
EMP0508,27,1,4,Female,Bachelor Degree,Divorced,Yes,Urban,Data Science,Mid-Level,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),53,Very Low,Daily,35.0,42.1,50.0,30.0,43.4,3,7,71.4,9,7,2024-04-02,High
EMP0509,35,0,4,Male,Bachelor Degree,Single,Yes,Suburban,Engineering,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),43,Very High,Daily,83.0,72.4,76.5,60.5,95.0,2,23,100.0,3,1,2024-04-27,High
EMP0510,27,3,4,Male,Professional Degree,Divorced,Yes,Rural,Finance,Mid-Level,Startup (1-50),Retail,Average,Very Fast (100+ Mbps),32,High,Few times per week,82.5,85.3,81.2,89.7,95.0,6,29,100.0,3,8,2024-04-07,High
EMP0511,37,5,4,Male,Master Degree,Married,No,Urban,Product,Mid-Level,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),50,Moderate,Daily,87.9,88.9,93.4,77.0,95.0,6,18,77.0,7,2,2024-03-22,High
EMP0512,34,1,2,Male,Master Degree,Married,No,Suburban,Operations,Junior,Large (1001-5000),Healthcare,Good,Fast (50-100 Mbps),42,Moderate,Few times per week,98.0,100.0,100.0,77.5,95.0,8,33,100.0,5,10,2024-01-16,Medium
EMP0513,32,2,3,Male,Master Degree,Single,Yes,Urban,Operations,Junior,Small (51-200),Healthcare,Average,Moderate (25-50 Mbps),46,Moderate,Daily,93.4,89.2,99.1,81.5,95.0,8,20,100.0,7,8,2024-04-09,Medium
EMP0514,26,1,4,Female,Master Degree,Married,No,Urban,Sales,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),42,Moderate,Few times per week,40.3,43.0,50.0,35.8,55.9,8,38,54.9,6,6,2024-04-28,High
